produto;descricao;departamento;nome_departamento
1029555;Areia para Gato Katbom Natural Granulado Higiênico Capim Limão;3;higiene-limpeza-gatos
3126028;Petisco CatLicious Snacks Atum;14;petiscos-gatos
3126139;Enfeite Lanchinha Lester;7;peixes
3139370;Suéter Fauna Safári Vermelho;15;roupas-acessorios-cachorros
3151407;Suplemento Vita Vet C Vetnil;16;medicamentos-gatos
3113975;Alergocort Coveli;13;medicamentos-cachorros
1031148;Brinquedo Interativo para Gatos Lagartixas Pet Games;6;brinquedos-gatos
3130827;Ninho Bola Desmontável Carpete Tudo Pet;4;passaros
1025374;Cama Clássica Flicks Cáqui;5;casas-camas-gatos
2897210;Brinquedo Triângulo de Borracha Furacão Pet Azul;11;brinquedos-cachorros
3129299;Cama Barcelona Bichinho Chic;12;casas-camas-cachorros
3138925;Orelha Natural Bona Pet Osso para Cachorro;1;petiscos-cachorros
3140864;Ração Quatree Life Gatos Adultos Salmão Arroz;8;racoes-gatos
2980466;Vestido Maia Bichinho Chic Rosa;15;roupas-acessorios-cachorros
3119512;Hemolitan Pet Gotas;16;medicamentos-gatos
1026625;Rasqueadeira MyHug;2;higiene-limpeza-cachorros
3131129;Enfeite de Resina Sapo com Boia Vigo Ar;7;peixes
1033557;Bandeja Higiênica Para Pets Four Plastic Elite Vermelho;3;higiene-limpeza-gatos
3140062;Ração N&D Quinoa Gatos Digestion Cordeiro;8;racoes-gatos
988913;Bolinha Com Pena Animania Rosa;6;brinquedos-gatos
1025439;Cama Chevron Flicks Azul;5;casas-camas-gatos
3121319;Cama Pet Para Cachorro E Gato Lavável Coroa;12;casas-camas-cachorros
2915262;Tenébrio Desidratado Vitale;4;passaros
3126419;Ração Gran Plus Menu Cães Adultos Frango e Arroz;10;racoes-cachorros
3089770;Bolinha Trava com Corda Animania Verde;11;brinquedos-cachorros
3129651;Casco Bovino;1;petiscos-cachorros
3137807;Petisco Snack Gatos Origem Natural Sensations Salmão;14;petiscos-gatos
3129085;Antipulgas e Carrapatos Frontline Spray Cães e Gatos;13;medicamentos-cachorros
1027937;Brinquedo Ratinho Sisal Rabinho Home Pet;6;brinquedos-gatos
1033218;Bom Hálito Mundo Animal Cat&Co higiene bucal para gatos;3;higiene-limpeza-gatos
3148367;Doxifin 50 mg Tabs;16;medicamentos-gatos
2849641;Refil para Turbo Clear F-300 Vigo Ar;7;peixes
3124716;Cama Pet Iglu Realeza Azul;12;casas-camas-cachorros
3130984;Coleira Antipulgas Seresto Cães e gatos até 8 kg - 8 meses de proteção;13;medicamentos-cachorros
3141083;Gel Dental Petmais Gengiva Saudável;2;higiene-limpeza-cachorros
2996230;Brinquedo Halteres Látex C-Pet Laranja;11;brinquedos-cachorros
3111869;Petisco Snack Gatos Origem Natural Sensations Frango;14;petiscos-gatos
3141038;Capa de Chuva Auventureiro Noronha;15;roupas-acessorios-cachorros
3087834;Brinquedo De madeira Para Aves Pedra Toy For Bird;4;passaros
3147526;Ração Royal Canin Premium Gatos Filhotes;8;racoes-gatos
3134958;Ração Hill's Cães Adultos Raças Grandes;10;racoes-cachorros
3113793;Enxoval Cama de Cachorro Dupla Face Lola com Proteção Impermeabilizante Graffite;12;casas-camas-cachorros
1020956;Brinquedo Bolinha Jambo Wood Matatabi;6;brinquedos-gatos
3132802;Ração Royal Canin Skin Care Small Cães Adultos;10;racoes-cachorros
3124735;Enfeite Caravela Trema;7;peixes
3074297;Petisco Kelcat Snack Salmão;14;petiscos-gatos
1029568;Areia Higiênica para Gatos Pipicat Ultra Dry;3;higiene-limpeza-gatos
3100062;Brinquedo Haltere Coração LCM;11;brinquedos-cachorros
3128651;Ração Úmida Royal Canin Controle do Apetite Gatos Adultos;8;racoes-gatos
1005997;Pente Duplo MyHug;2;higiene-limpeza-cachorros
3119644;Antipulgas e Carrapatos Bravecto 20 a 40 kg Cães 1000 mg;13;medicamentos-cachorros
3136305;Bandana de Natal para Cães vermelha;15;roupas-acessorios-cachorros
3137753;Ninho de Sisal Redondo Animalíssimo;4;passaros
3151478;Antipulgas Bravecto Transdermal Gatos 1,2 a 2,8kg;16;medicamentos-gatos
3109861;Petisco DogLicious Strips Chicken;1;petiscos-cachorros
1028786;Higienizador de Feridas Antisséptico Natural Propcalm Spray Soft Care;3;higiene-limpeza-gatos
1024019;Osso Original Médio Kadi;1;petiscos-cachorros
3133751;Aurigen;13;medicamentos-cachorros
3111181;Ração Max Professional Line Vitality Cães Adultos Frango e Vegetais;10;racoes-cachorros
3111199;Brinquedo Mordedor Flexibone Tronco Odontopet;11;brinquedos-cachorros
3118491;Ração Poytara Ciclídeos Onivoros;7;peixes
3111704;Cama Donuts Emporium Distripet Rosa;12;casas-camas-cachorros
1024669;Bolinhas para Gato com CatNip PetPira;6;brinquedos-gatos
3111074;Cálcio Aves Líquido Oral Ecovet;4;passaros
3133796;Ração N&D Quinoa Gatos Skin & Coat Peixe;8;racoes-gatos
3118271;Meia Estrelas HomePet Vermelha;15;roupas-acessorios-cachorros
1026093;Alicate de Unha MyHug;2;higiene-limpeza-cachorros
3149203;Anti-Inflamatório Meloxinew 10 comprimidos;16;medicamentos-gatos
3091989;Petisco Kelcat Duo Peixe e Fígado;14;petiscos-gatos
3151498;Vermífugo Basken Plus 20;16;medicamentos-gatos
3144903;Petisco Snack Gatos Origem Natural Sensations Carne;14;petiscos-gatos
3132062;Ração N&D Pumpkin Gato Adulto Salmão e Laranja;8;racoes-gatos
1034553;Bandeja Plástica Para Gatos FourPlastic Lilás;3;higiene-limpeza-gatos
1027325;Sabonete Antipulgas e Carrapatos Ibasa;2;higiene-limpeza-cachorros
2897429;Brinquedo Mordedor Dental Animania;11;brinquedos-cachorros
3125598;Cobertor Firenze Bichinho Chic Marfim;12;casas-camas-cachorros
1024254;Bola Flashing Wobbler Jambo;6;brinquedos-gatos
3131426;Ração Prodac Tropical Fish Flakes;7;peixes
3118269;Alergovet C 1,4 mg;13;medicamentos-cachorros
3074409;Ração Equilíbrio Cães Light;10;racoes-cachorros
3137315;Meia Coração HomePet Rosa;15;roupas-acessorios-cachorros
3130276;Alimento Super Premium Tropical Bird Papagaio Zootekna;4;passaros
3143880;Petisco Bilisko Palito Maçã e Cenoura para Cães;1;petiscos-cachorros
3141816;Ração Úmida Matisse Mousse Gatos Adultos Bacalhau;8;racoes-gatos
3122460;Petisco DogLicious Strips Carne;1;petiscos-cachorros
3121341;Cama Tigre Emporium Distripet Laranja;12;casas-camas-cachorros
1026388;Banho a Seco 1 Mês+ Spray dos Sonhos Soft Care Baby;3;higiene-limpeza-gatos
3096288;Poleiro Colorido Roxo Kakatoo;4;passaros
3148214;Promater;16;medicamentos-gatos
3129739;Ração Spirulina Flakes Alcon;7;peixes
3146206;Petisco Snack Gatos Origem Natural Sensations Atum;14;petiscos-gatos
3135888;Brinquedo Mastigável Corda com Nó Canine Clean;11;brinquedos-cachorros
3152967;Pijama Panda Cinza;15;roupas-acessorios-cachorros
3134670;Antipulgas Bravecto 2 a 4,5 kg para Cães 112,5 mg;13;medicamentos-cachorros
1025201;Creme Dental Guard Suave Abrasão Soft Care;2;higiene-limpeza-cachorros
1027879;Brinquedo Três Ratinhos com CatNip PetPira;6;brinquedos-gatos
3106561;Suplemento Organnact Calmyn Dog;16;medicamentos-gatos
1027820;Varinha para Gatos Libélula Jambo;6;brinquedos-gatos
1033984;Shampoo para Gato Beeps Estopinha;3;higiene-limpeza-gatos
1025220;Desinfetante Concentrado sem Fragrância Cafuné;2;higiene-limpeza-cachorros
3110669;Orosol Pássaros;4;passaros
3142049;Ração Cat Chow Filhotes Frango e Leite;8;racoes-gatos
3093942;Vermífugo Top Dog Cães 30kg;13;medicamentos-cachorros
3140961;Petisco Snack Gatos Origem Natural Sensations Hairball;14;petiscos-gatos
3128826;Ração Royal Canin Maxi Puppy Cães Filhotes;10;racoes-cachorros
3108683;Mordedor Natural Cães GoodLovin Glote Bovina;1;petiscos-cachorros
3144300;Cama Redonda Fábrica Pet Azul;12;casas-camas-cachorros
3126107;Planta Plástica Soma Laranja;7;peixes
3144592;Brinquedo Dental Bone Azul Menta Odontopet;11;brinquedos-cachorros
3139342;Suéter Fauna Silvestre Verde Claro;15;roupas-acessorios-cachorros
3127044;Colchonete para Cachorro Dupla Face Senhor Bicho Patas Coloridas;12;casas-camas-cachorros
3105491;Suplemento Vitamínico Biosyn Nuxcell Plus Ampola;16;medicamentos-gatos
1025148;Seca Xixi Petmais Repelente;2;higiene-limpeza-cachorros
3140919;Kit com Ratinhos para Gatos Home Pet;6;brinquedos-gatos
3137532;Ração Úmida Para Gato Renal Vetlife Farmina;8;racoes-gatos
3137751;Ração Royal Canin Medium Dermacomfort Cães Adultos e Idosos;10;racoes-cachorros
3144660;Petisco Coxinha LL Pet;1;petiscos-cachorros
3115102;Ração Para Peixes Ornamentais Plus Color;7;peixes
1032224;Granulado Higiênico Para Gatos Areia Cat's Care Cats&Pee;3;higiene-limpeza-gatos
3136911;Mordedor Pelúcia Plush Cão Jambo;11;brinquedos-cachorros
3131003;Antipulgas e Carrapatos Bravecto 4,5 a 10 kg para Cães 250mg;13;medicamentos-cachorros
3146142;Petisco para Gatos Stick Delicibife Carne;14;petiscos-gatos
3137036;Blusa Moletom com Manga Flicks Cinza;15;roupas-acessorios-cachorros
3082438;Enfeite Vaso Decorado Trema;7;peixes
3149167;Suplemento Hepvet;16;medicamentos-gatos
1032385;Pente Reto Cabo de Madeira MyHug;3;higiene-limpeza-gatos
3123798;Meia Listrada HomePet Azul;15;roupas-acessorios-cachorros
3124304;Ração Úmida Pet Delícia Gatos Filhotes Papinha de Frango;8;racoes-gatos
3106498;Dermotrat Aerosol para Cães e Gatos;13;medicamentos-cachorros
3147350;Petisco Snack Gatos Origem Natural Sensations Skin Care;14;petiscos-gatos
3141314;Osso Nó 4-5 LL Pet;1;petiscos-cachorros
1012292;Brinquedo Cat Fishing LCM;6;brinquedos-gatos
3111614;Cama de Cachorro Impermeável com Zíper Hanna Colors;12;casas-camas-cachorros
3142291;Banheira Externa Para Calopsita Agapornis Bragança;4;passaros
1027289;Sanitário Canino Xixi Dog;2;higiene-limpeza-cachorros
2959467;Bolinha Fantasia Com Corda Animania Rosa;11;brinquedos-cachorros
3130119;Ração Fórmula Natural Fresh Meat Light Cães Médio e Grande Frango;10;racoes-cachorros
2907418;Enfeite Estrela do Mar Lester;7;peixes
3135947;Brinquedo Mordedor Cachorro Animania Azul;11;brinquedos-cachorros
3139798;Ração Úmida N&D Feline Quinoa Controle de Peso;8;racoes-gatos
1024570;Brinquedo Varinha Jambo Matatabi;6;brinquedos-gatos
3107561;Vermífugo Drontal Puppy Suspensão;13;medicamentos-cachorros
873949;Petisco para Gatos Stick Delicibife Atum e Salmão;14;petiscos-gatos
988894;Chifre Bovino Mastigável Pure Toy;1;petiscos-cachorros
1022539;Shampoo Tira-odor Flor de Lótus Vet+20;2;higiene-limpeza-cachorros
3139839;Ração Hill's Cães Adultos Pele Sensível Pedaços Pequenos;10;racoes-cachorros
3118402;Cobertor Candy Color Bichinho Chic Amarelo;12;casas-camas-cachorros
1033344;Shampoo com Própolis Propcalm Soft Care;3;higiene-limpeza-gatos
3148373;Suplemento Hemolitan Gold 30 comprimidos;16;medicamentos-gatos
3136487;Vestido Flores Bichinho Chic Azul;15;roupas-acessorios-cachorros
3113875;Tylotrat SM Santa Marina;4;passaros
3100927;NexGard Antipulgas e Carrapatos para Cães de 25,1 a 50 kg;13;medicamentos-cachorros
1028988;Educador Pode Não Pode Petmais;2;higiene-limpeza-cachorros
3114301;Petisco Snack Gatos Origem Natural Sensations Controle Urinário;14;petiscos-gatos
3110318;Ração Farmina N&D Ocean Cães Filhotes Raças Pequenas Salmão e Melão;10;racoes-cachorros
3137440;Gravata borboleta de Natal para cães vermelha;15;roupas-acessorios-cachorros
3103795;Suplemento Alimentar Ômex 3 550 mg Nutrisana;16;medicamentos-gatos
1030862;Erva Catnip Pellets Petpira;6;brinquedos-gatos
2989314;Brinquedo Osso Baby Com Corda Animania Amarelo;11;brinquedos-cachorros
3126841;Sun Sun Refil Esponja JP 025F;7;peixes
1033494;Granulado Higiênico ProGato Tradicional;3;higiene-limpeza-gatos
3143835;Ração Úmida N&D Feline Ocean Atum e Camarão;8;racoes-gatos
3102537;Ração para Papagaio Tropical Megazoo;4;passaros
3118385;Casa Casinha De Cachorro Plástica Desmontável Vermelha;12;casas-camas-cachorros
2992102;Cookie Golden Cães Adultos Porte Pequeno;1;petiscos-cachorros
3148369;Suplemento Beneflora Vet Avert;16;medicamentos-gatos
1031717;Pelúcia Mundo Zoo Hi Cat Azul Home Pet;6;brinquedos-gatos
3130726;Brinquedo Halteres Pequeno Animania Rosa;11;brinquedos-cachorros
3128346;Petisco Gatos Friskies Frango, Fígado e Peru;14;petiscos-gatos
2854934;Bastão de Sementes com Coco Barritas Calopsita Zootekna;4;passaros
3120977;Meticorten 5mg Prednisona Cães e Gatos;13;medicamentos-cachorros
3146237;Ração Úmida Para Gato Cálculos Urinários Vetlife Farmina;8;racoes-gatos
3131149;Ração Básica Nutrafish Nutravit;7;peixes
3131542;Ração Equilíbrio Cães Adultos Large Breeds Carne;10;racoes-cachorros
1022642;Desembolador de Pelos HomePet;2;higiene-limpeza-cachorros
3133626;Petiscos Hana Nuggets para Cães Controle de peso;1;petiscos-cachorros
1029458;Areia para Gato Katbom Granulado Higiênico;3;higiene-limpeza-gatos
3140901;Roupa Para Cachorro Seleção Brasileira Modernpet Amarelo;15;roupas-acessorios-cachorros
3081035;Catnip Erva Do Gato Pet Natural Para Acalmar os Felinos Agressivos;16;medicamentos-gatos
3086789;Refil Espuma para Filtro Externo FE 50 Vigo Ar;7;peixes
3117059;Casinha Cachorro Plástica Durahouse;12;casas-camas-cachorros
3129990;Osso Esôfago Desidratado Bona Pet;1;petiscos-cachorros
3143889;Roupinha Fleece Xadrez Azul;15;roupas-acessorios-cachorros
3144349;Neodexa Spray;13;medicamentos-cachorros
1026272;Seca Xixi para Varrer Petmais;3;higiene-limpeza-gatos
3134923;Ração Premier Gatos Adultos Nutrição Clínica Urinário;8;racoes-gatos
3138641;Avitrin Nutrição Suplemento Vitamínico para Pássaros Coveli;4;passaros
1004549;Brinquedo Pneu de Borracha Rally Especial Furacão Pet Vermelho;11;brinquedos-cachorros
3141117;Shampoo Astor Branqueador Mundo Animal;2;higiene-limpeza-cachorros
3129970;Ração Frost Cães Adultos Light Supra;10;racoes-cachorros
1031001;Pelúcia Mundo Zoo Hi Habbit Rosa Home Pet;6;brinquedos-gatos
3146786;Petisco Dreamies Queijo para Gatos Adultos;14;petiscos-gatos
2989544;Brinquedo Ossinho C-Pet Pink;11;brinquedos-cachorros
3130648;Antipulgas e Carrapatos Effipro Cães até 10kg;13;medicamentos-cachorros
3141726;Filtro Externo Leecom HI-330 280L/H 2W;7;peixes
3130046;Ração Úmida N&D Natural Atum e Camarão;8;racoes-gatos
3125412;Petisco Dreamies Frango para Gatos Adultos;14;petiscos-gatos
1033542;Areia Sílica MyHug Regular;3;higiene-limpeza-gatos
3139148;Petisco Asinha LL Pet;1;petiscos-cachorros
3087835;Ração Nutrópica para Agapornis com Frutas;4;passaros
3114799;Ração Dog Chow Cães Adultos 7+ Longevidade;10;racoes-cachorros
3100130;Cama Pet Simples Azul;12;casas-camas-cachorros
3151333;Optivet Tears;16;medicamentos-gatos
1026532;Educador Sanitário Pipi Dog Coveli;2;higiene-limpeza-cachorros
3130772;Brinquedo Ratinho Sisal com CatNip HomePet;6;brinquedos-gatos
3076558;Suéter Fauna Silvestre Azul Escuro;15;roupas-acessorios-cachorros
3151332;Colar para Sonda Esofágica para Gatos Pet Med Dry Verde;16;medicamentos-gatos
3127875;Cobertor Liso Vermelho Fábrica Pet;12;casas-camas-cachorros
3141854;Refil Cama de Gato Cat Relax Furacão Pet;6;brinquedos-gatos
3129585;Ração Hill's Science Diet Canino Cães Adulto 11+ Pequenos e Mini;10;racoes-cachorros
1024911;Tapete Higiênico Water Clean Rosa Russo e Russo;2;higiene-limpeza-cachorros
3140285;Apoquel 5,4 mg para Cachorro;13;medicamentos-cachorros
2987764;Petisco Dreamies Carne para Gatos Adultos;14;petiscos-gatos
3136675;Biscoito Pedigree Biscrok Cães Adultos Raças Pequenas;1;petiscos-cachorros
2974872;Boné Para Cachorro Seleção Brasileira Modernpet Amarelo;15;roupas-acessorios-cachorros
2939259;Brinquedo Mordedor Osso de Borracha Plaquet Ataque Furacão Pet Vermelho;11;brinquedos-cachorros
3141681;Substrato Fértil Amazônia Mbreda;7;peixes
3137164;Papinha Nutrópica para Arara;4;passaros
1034910;Banheiro para Gato Joy Furacão Pet Rosa;3;higiene-limpeza-gatos
3139904;Ração Úmida Royal Canin Renal Gatos Adultos;8;racoes-gatos
3151299;Antibiótico Enropet 150 mg Ceva para Cães;16;medicamentos-gatos
3145651;Osso Natural Bona Pet;1;petiscos-cachorros
1020224;Shampoo Tira Odor Vet+20 Herbal;2;higiene-limpeza-cachorros
3135391;Ração Hill's Cães Adultos Light Frango;10;racoes-cachorros
3144126;Petisco Natural Wow Pet Food De Frango Para Gatos;14;petiscos-gatos
3102538;Papa para Filhote de Aves Megazoo;4;passaros
3136816;Bolinha para Gato Com Plumas Meow & Me;6;brinquedos-gatos
1034265;Shampoo para Gatos Aloe Vera Cat Zone;3;higiene-limpeza-gatos
3136916;Ração Premier Gatos Adultos Nutrição Clínica Renal;8;racoes-gatos
3130196;Colchonete para Casa Muvuca Dog Lar Preto;12;casas-camas-cachorros
3110751;Anti-inflamatório Cães Mellis Vet 10 Comprimidos;13;medicamentos-cachorros
3118728;Enfeite Tartaruga Lester;7;peixes
3128560;Bandana Para Cachorro Seleção Brasileira Modernpet Amarela;15;roupas-acessorios-cachorros
3134886;Brinquedo Pelúcia Jacaré Barkaboo;11;brinquedos-cachorros
3144684;Brinquedo Macaco de Pelúcia Buddy C-Pet para Cães;11;brinquedos-cachorros
3108717;NexGard Spectra Antipulgas e Vermífugo Cães 15,1 kg a 30 kg;13;medicamentos-cachorros
3136765;Ração Tropical Bionautic Flakes;7;peixes
3130111;Pain Au Chocolat Receita Vegana Oh Là Là Pet;1;petiscos-cachorros
3122542;Casa Criadora Mokoi Vermelha;12;casas-camas-cachorros
1029466;Granulado De Madeira Care Pet;3;higiene-limpeza-gatos
3141375;Bastão de Sementes Barritas Papagaio Zootekna;4;passaros
1027824;Arranhador Gatos De Canto Protege Móveis Sofás/Camas Marrom;6;brinquedos-gatos
1021477;Shampoo Ectoparasita Duprat;2;higiene-limpeza-cachorros
3131179;Capa de Chuva Auventureiro Arpoador;15;roupas-acessorios-cachorros
3105851;Ração Cat Chow Adultos Carne;8;racoes-gatos
3086184;Petisco Natural Gatos Meowwies Mini Sushi Frango;14;petiscos-gatos
3151351;Fator Diartro Arenales;16;medicamentos-gatos
3116807;Ração Fórmula Natural Life Cães Filhotes Médio e Grande;10;racoes-cachorros
3133776;Ração Fórmula Natural Fresh Meat Sensitive Cães Adultos Portes Mini e Pequeno;10;racoes-cachorros
3132872;Ração Gold Fish Colour Bits Alcon;7;peixes
1032368;Shampoo Gatos Sanol 500ml;3;higiene-limpeza-gatos
3141071;Bolinha Plush com Fitas Toy para Gatos Meow & Me;6;brinquedos-gatos
1023831;Petisco Natural Gatos Meowwies Flakes Frango;14;petiscos-gatos
3106332;Colchonete para Cachorro Dupla Face Senhor Bicho Patas Marrom;12;casas-camas-cachorros
3115601;Biscoito para Papagaios e Araras Biscottini Pet;4;passaros
3146230;Ração Úmida Royal Canin Bolas de Pelo Gatos Adultos;8;racoes-gatos
1021761;Shampoo Hipoalergênico Vet+20;2;higiene-limpeza-cachorros
3141865;Brinquedo Bolinha Coruja Vinil C-Pet;11;brinquedos-cachorros
3113732;Petisco para Cães Orelha Petiscão;1;petiscos-cachorros
3104363;Vetaglós Pomada;13;medicamentos-cachorros
3093528;Antipulgas Effipro Gatos;16;medicamentos-gatos
1023865;Petisco Natural Wow Pet Food Peixe Crocante Para Gatos;14;petiscos-gatos
3105872;Ração Three Cats Adultos Salmão, Frango e Carne;8;racoes-gatos
3137513;Ração Magnus Chips Cães Adultos Carne e Frango;10;racoes-cachorros
3128300;Cama Iglu E Toca Luppet Luxo Marinho Geométrico;12;casas-camas-cachorros
1031143;Ratinhos de Papelão PetPira 4 unidades;6;brinquedos-gatos
3140897;Brinquedo Osso Silicone Boninho Leite Jambo;11;brinquedos-cachorros
3111254;Colírio Ucb;16;medicamentos-gatos
3129981;NexGard Spectra Antipulgas e Vermífugo Cães 2 kg a 3,5 kg;13;medicamentos-cachorros
1033404;Granulado Higiênico Kets Madeira para Gatos;3;higiene-limpeza-gatos
2886286;Petisco Joy Bifinho Bola Carne;1;petiscos-cachorros
3138693;Allax Endectocida Pássaros Jofadel;4;passaros
1020225;Educador Pet Stop Procão;2;higiene-limpeza-cachorros
3116160;Cascalho Aragonita Aqua Pedras Nº 1;7;peixes
3129729;Vestido Elegance Bichinho Chic Rosa;15;roupas-acessorios-cachorros
3134588;Casa Muvuca Chalé Dog Lar Azul;12;casas-camas-cachorros
2945112;Ração Cuidado Neurológico Pro Plan NC Cães;10;racoes-cachorros
3083472;Organnact Orga Milk;16;medicamentos-gatos
1033120;Rasqueadeira Classic P;3;higiene-limpeza-gatos
3137501;Ração Úmida N&D Feline Badejo, Sardinha e Camarão;8;racoes-gatos
3130115;Petisco Churu Galinha para Gatos;14;petiscos-gatos
3145760;Petisco Cães Doguitos Rodízio Picanha Purina 45g;1;petiscos-cachorros
1017344;Arranhador Gatos De Canto Protege Moveis Sofás E Camas Cinza;6;brinquedos-gatos
